Performance, 62.07, [45-56-88-73-85-86-52-71-70-69-42-45-68-43-38-66-63-62-0-54]
Stability, 0, 44.56
Dataset, Health-ClosedIssues0004
Wins, -0.28, 25.87
Dist8, 0
Quant, 100, 11, 6, 0, -186
