Performance, 19.30, [11-7-0-16-22-3-48-20-13-35-15-2-0-28-16-0-0-3-0-34]
Stability, 0, 27.82
Dataset, Scrum1k
Wins, -0.03, 35.43
Dist8, 0
Quant, 100, 23, 0, -24, -110
