Performance, 27.99, [32-26-21-34-40-14-32-49-20-31-27-25-6-27-19-10-30-24-21-36]
Stability, 0, 28.38
Dataset, Health-ClosedIssues0003
Wins, -0.00, 25.36
Dist8, 0
Quant, 100, 6, 0, -3, -214
