dataset,1.0,3.0,5.0,7.0,9.0
7z,17.0,17.0,16.0,10.0,40.0
A2C_Acrobot,34.0,36.0,36.0,44.0,86.0
A2C_CartPole,5.0,6.0,18.0,23.0,68.0
Apache_AllMeasurements,45.0,69.0,49.0,49.0,60.0
BDBC,79.0,2.0,0.0,2.0,17.0
BankChurners,2.0,5.0,13.0,47.0,35.0
Car_price_cleaned,52.0,54.0,46.0,45.0,59.0
Data_COVID19_Indonesia,26.0,22.0,26.0,16.0,12.0
FFM-1000-200-0.50-SAT-1,4.0,12.0,17.0,10.0,58.0
FFM-125-25-0.50-SAT-1,1.0,1.0,18.0,25.0,55.0
FFM-250-50-0.50-SAT-1,0.0,5.0,14.0,16.0,65.0
FFM-500-100-0.50-SAT-1,3.0,8.0,21.0,22.0,46.0
FM-500-100-0.25-SAT-1,1.0,14.0,28.0,23.0,34.0
FM-500-100-0.50-SAT-1,2.0,11.0,35.0,20.0,32.0
FM-500-100-0.75-SAT-1,6.0,3.0,16.0,22.0,53.0
FM-500-100-1.00-SAT-1,0.0,17.0,12.0,23.0,50.0
HSMGP_num,54.0,29.0,1.0,1.0,15.0
HSQLDB,48.0,13.0,23.0,17.0,0.0
Health-ClosedIssues0000,24.0,10.0,19.0,17.0,30.0
Health-ClosedIssues0001,0.0,0.0,5.0,23.0,72.0
Health-ClosedIssues0002,30.0,32.0,40.0,34.0,28.0
Health-ClosedIssues0003,18.0,14.0,41.0,14.0,13.0
Health-ClosedIssues0004,15.0,21.0,11.0,6.0,48.0
Health-ClosedIssues0005,19.0,29.0,11.0,9.0,32.0
Health-ClosedIssues0006,1.0,6.0,22.0,19.0,52.0
Health-ClosedIssues0007,23.0,11.0,7.0,20.0,41.0
Health-ClosedIssues0008,4.0,7.0,12.0,32.0,45.0
Health-ClosedIssues0009,28.0,24.0,19.0,12.0,18.0
Health-ClosedIssues0010,22.0,19.0,22.0,14.0,23.0
Health-ClosedIssues0011,1.0,9.0,10.0,9.0,77.0
Health-ClosedPRs0000,100.0,100.0,100.0,100.0,100.0
Health-ClosedPRs0002,53.0,22.0,38.0,25.0,43.0
Health-ClosedPRs0003,31.0,37.0,44.0,39.0,53.0
Health-ClosedPRs0004,13.0,20.0,5.0,12.0,51.0
Health-ClosedPRs0005,38.0,19.0,19.0,11.0,21.0
Health-ClosedPRs0006,19.0,20.0,21.0,12.0,30.0
Health-ClosedPRs0007,5.0,5.0,33.0,19.0,41.0
Health-ClosedPRs0008,22.0,17.0,29.0,10.0,24.0
Health-ClosedPRs0009,14.0,13.0,28.0,17.0,34.0
Health-ClosedPRs0010,31.0,11.0,13.0,21.0,26.0
Health-ClosedPRs0011,36.0,54.0,59.0,49.0,39.0
Health-Commits0000,45.0,29.0,7.0,15.0,5.0
Health-Commits0001,21.0,21.0,25.0,28.0,26.0
Health-Commits0002,35.0,32.0,26.0,37.0,30.0
Health-Commits0003,3.0,13.0,17.0,26.0,41.0
Health-Commits0004,13.0,35.0,20.0,11.0,22.0
Health-Commits0005,5.0,18.0,5.0,21.0,51.0
Health-Commits0006,10.0,14.0,21.0,30.0,28.0
Health-Commits0007,14.0,16.0,12.0,23.0,36.0
Health-Commits0008,3.0,17.0,13.0,14.0,53.0
Health-Commits0009,3.0,9.0,24.0,18.0,46.0
Health-Commits0010,8.0,2.0,8.0,10.0,73.0
Health-Commits0011,2.0,5.0,9.0,11.0,73.0
LLVM,21.0,27.0,19.0,26.0,7.0
Life_Expectancy_Data,3.0,15.0,15.0,20.0,48.0
Loan,4.0,8.0,11.0,19.0,58.0
Marketing_Analytics,2.0,9.0,17.0,29.0,43.0
Medical_Data_and_Hospital_Readmissions,0.0,0.0,1.0,14.0,85.0
PostgreSQL,0.0,0.0,1.0,7.0,92.0
SQL_AllMeasurements,0.0,1.0,0.0,42.0,57.0
SS-A,22.0,12.0,5.0,7.0,54.0
SS-B,62.0,53.0,41.0,39.0,61.0
SS-C,14.0,4.0,10.0,41.0,31.0
SS-D,57.0,52.0,45.0,51.0,63.0
SS-E,24.0,17.0,26.0,20.0,13.0
SS-F,58.0,57.0,44.0,50.0,59.0
SS-G,57.0,51.0,48.0,51.0,61.0
SS-H,54.0,31.0,48.0,33.0,28.0
SS-I,17.0,7.0,24.0,0.0,52.0
SS-J,53.0,34.0,7.0,0.0,6.0
SS-K,3.0,3.0,7.0,3.0,84.0
SS-L,6.0,15.0,50.0,25.0,4.0
SS-M,41.0,5.0,2.0,20.0,34.0
SS-N,3.0,18.0,25.0,13.0,41.0
SS-O,2.0,3.0,7.0,22.0,67.0
SS-P,28.0,20.0,11.0,16.0,25.0
SS-Q,12.0,45.0,10.0,26.0,8.0
SS-R,37.0,10.0,2.0,4.0,47.0
SS-S,8.0,1.0,15.0,14.0,62.0
SS-T,16.0,9.0,10.0,12.0,53.0
SS-U,22.0,33.0,16.0,9.0,20.0
SS-V,28.0,17.0,27.0,19.0,10.0
SS-W,0.0,1.0,4.0,22.0,73.0
SS-X,10.0,19.0,38.0,30.0,3.0
Scrum100k,0.0,8.0,13.0,23.0,56.0
Scrum10k,3.0,8.0,3.0,16.0,70.0
Scrum1k,3.0,7.0,6.0,35.0,50.0
WA_Fn-UseC_-HR-Employee-Attrition,0.0,9.0,11.0,20.0,61.0
