Health-Commits0011,0.0,0.0,0.0,0.0,0.0
LLVM,60.04,19.72,6.38,5.82,5.07
Life_Expectancy_Data,34.36,31.67,16.66,6.2,1.2
Loan,55.22,56.3,37.64,37.74,33.61
Marketing_Analytics,57.71,49.02,50.06,48.5,45.87
Medical_Data_and_Hospital_Readmissions,0.0,48.97,48.97,48.97,0.0
PostgreSQL,7.59,6.93,6.91,6.64,6.69
SQL_AllMeasurements,57.61,55.62,46.27,42.75,22.56
SS-A,41.29,22.12,8.01,5.17,5.47
SS-B,42.18,13.69,2.7,9.44,9.44
SS-C,33.71,21.3,19.24,15.98,16.32
SS-D,50.87,49.04,36.58,25.01,25.01
SS-E,56.79,43.5,30.46,14.91,5.71
SS-F,48.79,41.9,26.66,3.29,3.29
SS-G,47.95,42.43,26.09,6.69,6.69
SS-H,35.37,24.76,0.59,4.28,4.27
SS-I,55.56,49.27,20.63,13.47,1.1
SS-J,72.02,26.12,10.04,6.06,5.5
SS-K,69.62,49.56,39.64,17.89,13.44
SS-L,52.93,28.12,3.99,2.46,3.26
SS-M,14.91,1.16,0.71,0.55,0.5
SS-N,65.78,54.28,56.08,45.97,38.95
SS-O,38.27,43.81,17.35,13.38,14.94
SS-P,55.77,28.71,4.67,2.06,3.19
SS-Q,29.12,8.87,4.02,3.81,3.67
SS-R,52.85,42.75,17.77,19.43,17.78
SS-S,18.49,13.23,5.52,2.63,1.94
SS-T,28.05,19.41,11.89,6.82,1.67
SS-U,51.09,25.31,5.8,4.9,4.83
SS-V,44.89,30.72,20.55,15.39,2.83
SS-W,61.64,57.97,58.5,53.01,53.05
SS-X,57.0,49.03,44.11,34.79,35.08
Scrum100k,58.42,57.88,52.79,36.49,30.62
Scrum10k,56.42,53.92,37.17,28.02,29.64
Scrum1k,52.43,36.72,22.35,20.69,17.97
WA_Fn-UseC_-HR-Employee-Attrition,58.94,33.92,31.97,26.12,23.5
WA_Fn-UseC_-Telco-Customer-Churn,15.29,9.43,1.82,1.43,1.05
Wine_quality,57.78,57.91,44.25,32.13,38.74
X264_AllMeasurements,6.08,3.41,1.48,0.81,0.32
accessories,87.07,88.92,88.5,84.77,67.43
all_players,57.29,39.9,31.17,25.01,14.36
auto93,37.35,26.82,22.1,22.59,22.49
billing10k,55.02,39.21,31.06,24.69,17.87
coc1000,55.44,57.25,62.05,61.04,63.99
dataset120,63.5,51.23,53.19,42.63,20.24
dataset600,65.6,48.68,41.58,38.88,25.56
dconvert,19.29,15.37,13.23,6.08,4.19
deeparch,35.89,22.5,12.32,0.87,0.67
dress-up,70.4,70.88,66.61,59.28,36.89
exastencils,41.03,30.4,27.17,12.97,10.71
home_data_for_ml_course,63.67,56.31,56.12,42.79,35.39
javagc,10.72,8.54,5.41,4.79,2.52
nasa93dem,55.62,59.33,41.9,41.9,41.9
player_statistics_cleaned_final,34.63,21.97,24.51,24.51,24.51
pom3a,62.65,65.07,46.47,39.98,27.18
pom3b,57.05,44.22,41.55,38.62,34.7
pom3c,62.06,58.97,62.14,50.29,48.06
pom3d,48.18,40.17,45.18,50.35,35.3
redis,67.24,65.09,65.84,61.44,53.02
rs-6d-c3_obj1,15.57,5.05,1.05,0.55,0.55
rs-6d-c3_obj2,1.16,0.89,0.89,0.84,0.81
socks,29.58,17.07,12.87,12.52,12.52
sol-6d-c2-obj1,6.65,6.38,5.64,4.88,4.66
storm,18.38,2.21,0.97,1.0,0.95
student_dropout,74.63,26.39,0.0,0.0,0.0
wallpaper,63.76,63.18,61.76,51.44,58.27
wc+rs-3d-c4-obj1,36.54,13.79,2.35,0.77,0.77
wc+sol-3d-c4-obj1,38.07,9.0,1.79,0.32,0.32
wc+wc-3d-c4-obj1,31.08,7.37,5.01,0.84,0.84
wc-6d-c1-obj1,27.39,18.24,7.58,0.63,0.74
x264,68.47,63.23,47.68,38.38,28.18
xomo_flight,54.71,34.21,23.55,13.39,11.05
xomo_ground,51.44,43.23,31.75,28.57,15.03
xomo_osp,47.12,45.51,20.97,15.96,16.96
xomo_osp2,55.77,49.86,42.96,35.13,27.88
